"date","mean","std","mis"
"1997-08-29",NA,NA,1
"1997-09-06",NA,NA,1
"1997-09-14",-2.14726640731445,0.394760964962182,0.322666161711797
"1997-09-22",-2.07936973384464,0.314009478018713,0.0778261692861201
"1997-09-30",-2.11169543958552,0.339960379879485,0.0992236318879
"1997-10-08",-2.10260099475289,0.335413136172449,0.266616171179701
"1997-10-16",-2.0003155386538,0.349310394169839,0.956637000568074
"1997-10-24",-2.27187248313485,0.337439060035712,0.0607839424351449
"1997-11-01",-2.25613243560451,0.371211023337417,0.181026320772581
"1997-11-09",-2.12681075818466,0.374431880540761,0.0670327589471691
"1997-11-17",-2.12038125496381,0.354669020628428,0.0634349555008521
"1997-11-25",-2.10909010020261,0.348305767626883,0.0763113046771445
"1997-12-03",-2.03583262758677,0.360083560108382,0.0889982957773149
"1997-12-11",-1.80546290208262,0.303844750326913,0.207725809505775
"1997-12-19",-1.85845592592736,0.277805469332258,0.0857792084832418
"1997-12-27",-1.75593862715094,0.266873493851474,0.431168339329672
"1998-01-01",-1.73353953718537,0.285626171374043,0.0891876538534369
"1998-01-09",-1.63149532523199,0.245132854415155,0.0778261692861201
"1998-01-17",-1.72264859957679,0.237851144580659,0.07100927854573
"1998-01-25",-1.70091470334153,0.237564669388308,0.0912705926907783
"1998-02-02",-1.85405339947994,0.240025636883357,0.0647604620337057
"1998-02-10",-1.80781706465281,0.252275557388677,0.126112478697216
"1998-02-18",-1.81609348244806,0.221145147711951,0.0677901912516569
"1998-02-26",-1.90825052670672,0.231815970917332,0.0876727892444613
"1998-03-06",-1.96789642102165,0.229118217806616,0.0747964400681689
"1998-03-14",-1.87628071689787,0.278342329928691,0.120810452565802
"1998-03-22",-1.78926610799723,0.241975370870246,0.174588146184435
"1998-03-30",-1.89447031183277,0.230523297658357,0.0677901912516569
"1998-04-07",-2.00634525610961,0.209831144598823,0.0670327589471691
"1998-04-15",-2.01488032193391,0.228309216944226,0.0668434008710471
"1998-04-23",-2.12338459505279,0.341009158498233,0.165877674682825
"1998-05-01",-2.2773713578579,0.319127521420857,0.081423972732437
"1998-05-09",-2.16026324036378,0.288971943032879,0.192766521492142
"1998-05-17",-2.32245135810248,0.346708597502757,0.250331376633213
"1998-05-25",-2.17374147042084,0.256096569172674,0.484567316796061
"1998-06-02",-2.33877464549149,0.308932316477974,0.445180836962696
"1998-06-10",-2.22807179620698,0.308548327244829,0.18973679227419
"1998-06-18",-2.42242425291729,0.352639898871257,0.150539670516948
"1998-06-26",-2.4222268385507,0.335176299368098,0.117591365271729
"1998-07-04",-2.36175041125603,0.343954802358087,0.206779019125166
"1998-07-12",-2.3150163058876,0.433299398023714,0.205453512592312
"1998-07-20",-2.33106971367162,0.283660907326995,0.537398220034084
"1998-07-28",-2.40199640317227,0.395057455403136,0.103389509562583
"1998-08-05",-2.04592913162054,0.783809280719188,0.125544404468851
"1998-08-13",-2.44891359235078,0.465361122738905,0.664646847188033
"1998-08-21",-2.2484137415319,0.703356973089358,0.664457489111911
"1998-08-29",-2.4296713266276,0.426028294797917,0.894148835447832
"1998-09-06",-1.31419374286423,0.883661625391677,0.0872940730922174
"1998-09-14",-1.25535084565361,0.613913734214649,0.0727135012308275
"1998-09-22",-1.64235920866594,0.437010879542575,0.0702518462412422
"1998-09-30",-1.99531265451324,0.44981656018797,0.0789623177428517
"1998-10-08",-2.06596290912303,0.443689025737942,0.128195417534558
"1998-10-16",-2.10421720588319,0.376985378307604,0.0715773527740958
"1998-10-24",-2.19501805980987,0.370791949172895,0.0626775231963643
"1998-11-01",-2.1274985421769,0.337938883540653,0.0691156977845105
"1998-11-09",-2.21075567167822,0.356794412571454,0.0925960992236319
"1998-11-17",-2.16407149850236,0.280455451487801,0.203559931831093
"1998-11-25",-2.12997949511471,0.313679067213211,0.0840749857981443
"1998-12-03",-2.06647094946184,0.347618704700651,0.132740011361485
"1998-12-11",-1.6337208811076,0.309557130804344,0.172883923499337
"1998-12-19",-1.73805317651685,0.27311967531244,0.110017042226851
"1998-12-27",-1.78115778015922,0.253378435154954,0.361673925392918
"1999-01-01",-1.42580645455784,0.502042028180187,0.376633213406552
"1999-01-09",-1.58988973489636,0.264106524672766,0.126680552925582
"1999-01-17",-1.67806053150309,0.275059033122389,0.0782048854383639
"1999-01-25",-1.60483103774486,0.269984164669725,0.188032569589093
"1999-02-02",-1.53748204511985,0.232288512973835,0.227987123650824
"1999-02-10",-1.81391282900967,0.26468327947446,0.0965726188221928
"1999-02-18",-1.74645897522798,0.26507730927826,0.099412989964022
"1999-02-26",-1.86840468822198,0.270993462617609,0.0649498201098277
"1999-03-06",-1.91761488680714,0.261051765145363,0.064003029729218
"1999-03-14",-2.02965958682595,0.262570087601476,0.0693050558606325
"1999-03-22",-1.97952560476377,0.262610452562575,0.0785836015906078
"1999-03-30",-2.07990330150452,0.252294136688337,0.0719560689263397
"1999-04-07",-2.07096724794316,0.279039276784713,0.0647604620337057
"1999-04-15",-2.18130114340354,0.283445252128355,0.0844537019503882
"1999-04-23",-2.09301532252623,0.303121183444909,0.0986555576595342
"1999-05-01",-2.11143007464715,0.280843008110507,0.716720318121568
"1999-05-09",-2.27303465367732,0.274647845639187,0.192955879568264
"1999-05-17",-2.04029362208214,0.322531279093547,0.802688884680932
"1999-05-25",-1.99055518291096,0.101819370852797,0.955122135959099
"1999-06-02",-2.46108765137657,0.358637271554452,0.673357318689642
"1999-06-10",-2.33979236046059,0.32041984825737,0.13425487597046
"1999-06-18",-2.32354759821489,0.316368958858472,0.300889982957773
